logFC	logCPM	F	PValue	FDR
TSS5_26519242	-3.50753385953757	11.0991772496676	182.836340555129	2.59842474962946e-23	8.84135917899202e-21
TSS2_19503569	7.16821974087767	5.34558559287033	181.840556362255	3.06267739613142e-23	1.03052288430053e-20
TSS3_16557978	5.13575659641752	6.86602316441767	181.275160511357	3.36321117470318e-23	1.11921015388502e-20
TSS1_11928807	3.68100659638846	6.6092775020812	179.963974370173	4.1817799865167e-23	1.37648742751832e-20
TSS2_9207119	-3.35847302853119	11.0056524713767	176.514532777131	7.45568731765998e-23	2.42774816172793e-20
TSS3_7528187	-3.31057594834936	8.50128095389688	176.213873006364	7.84389644927662e-23	2.52698634227068e-20
TSS5_15974399	4.05224387487671	6.19795170893315	174.997510857714	9.63767785946924e-23	3.04356433710814e-20
TSS4_14555167	5.05787933719859	5.69749626980855	174.99096540499	9.64838940535554e-23	3.04356433710814e-20
TSS4_16091527	4.01224573993772	6.24262929322698	174.796101297004	9.9729202993084e-23	3.11350459199955e-20
TSS5_3476806	3.93423553629637	7.7656381837864	174.434697101392	1.06046751954478e-22	3.27695284636475e-20
TSS5_18536313	-3.36449572373654	11.0193563813651	174.322204293335	1.08095576548382e-22	3.30652358041885e-20
TSS3_5096163	7.26080350418487	4.68801842098539	173.463551758067	1.25129612564339e-22	3.77715752197123e-20
TSS4_4824622	11.0586938337767	8.48968918598344	174.69448001288	1.25975930297227e-22	3.77715752197123e-20
TSS4_1185869	-3.19518748163441	7.07043124018714	170.484473345984	2.08684008310936e-22	6.19566453301969e-20
TSS5_23925851	-8.60703661273725	3.89129265054137	169.954408821805	2.28708113074612e-22	6.72424057110531e-20
TSS2_15028194	4.45978615873097	6.71344068997412	169.807907819714	2.34581634652813e-22	6.83061119441455e-20
TSS4_7156132	-3.42610277275014	6.08587792178162	169.399494159595	2.51783663496837e-22	7.26168064921401e-20
TSS1_28865412	3.22803253480633	8.39506892613757	168.471030779304	2.95854321515005e-22	8.45222303626311e-20
TSS4_16102196	-3.71019371756129	5.77589152085609	168.154086738619	3.12643140626643e-22	8.81070905438285e-20
TSS3_19214746	-3.34995811064862	10.3690111424591	168.125192292173	3.14221371024452e-22	8.81070905438285e-20
TSS4_16537746	5.20315675620669	5.81600471864326	167.510630534953	3.49789099580626e-22	9.71803972715604e-20
TSS1_29492804	3.75519282386334	7.98101063025146	167.143141965224	3.7299908040783e-22	1.02686646836276e-19
TSS5_19116788	3.9871117760315	6.42635995109277	166.19777547035	4.40220592139445e-22	1.20100902628458e-19
TSS1_989208	-3.7685611125359	5.75928522278448	166.033443848679	5.56380574138832e-22	1.50436365416484e-19
TSS5_2329878	-3.10184117082001	9.39950210246139	164.680937746756	5.75039352460901e-22	1.538707143079e-19
TSS5_16810550	4.20247327212995	7.38468017848145	164.639697283811	5.79244507846007e-22	1.538707143079e-19
TSS4_995092	-3.18330798695695	7.90239124970428	164.459683859523	5.97971290862221e-22	1.57464040010266e-19
TSS3_1595426	-3.31000632457457	6.68828278623289	163.733385512229	6.8003930354769e-22	1.77531295080472e-19
TSS4_14579705	3.36514194835477	7.21104997711067	163.084464341961	7.63087458792785e-22	1.97509209526683e-19
TSS5_2592866	3.88557343074155	6.43041885320918	162.901682234778	7.88302042891551e-22	2.02306362414278e-19
TSS3_11154154	3.15725526310809	8.40429488477286	162.624278541618	8.28208025437814e-22	2.10761543145658e-19
TSS4_17041081	3.7382790904954	6.86502909926413	161.895267023619	9.43224391507048e-22	2.38030535400066e-19
TSS5_1935630	3.48279263606993	6.64003924315861	161.809249954495	9.5783249547026e-22	2.39719350911784e-19
TSS4_16968120	3.50117233560377	8.04947147827439	161.747112893116	9.68528855101682e-22	2.40409502615117e-19
TSS2_18973307	4.16083868221912	7.38236502993311	161.626547927673	9.89632837968566e-22	2.43650823026033e-19
TSS1_29537221	4.25428169324038	5.82463050545606	160.831607724572	1.14107164381969e-21	2.78669940240256e-19
TSS3_5310988	-3.65921519110551	6.19044861230344	162.888887542445	1.18452932082784e-21	2.86968811381036e-19
TSS5_21700241	3.14135438314246	10.2257572847729	160.551366587256	1.19994222838651e-21	2.88395638906577e-19
TSS4_14713432	3.22989749288657	8.77114585970194	160.472167629103	1.2171360427415e-21	2.90224651829456e-19
TSS5_430909	11.1227738482252	5.32479981149062	161.284909941947	1.28387979198513e-21	3.03747904224108e-19
TSS4_16272021	6.58400155128441	4.91235092041771	159.939680220787	1.33947032633206e-21	3.14443254979176e-19
TSS2_8045021	-3.1756408483266	8.3484655220764	159.62531807366	1.41752551946324e-21	3.30207117737733e-19
TSS2_7969314	-3.82740832511254	5.08742350292689	162.980024490837	1.43286182204546e-21	3.31231714175593e-19
TSS5_21801143	5.71887454176293	4.77093592930895	159.373364729193	1.48343339355439e-21	3.40324344371269e-19
TSS2_8595453	-3.06070236122425	7.15292855770769	160.14028346938	1.57436331664227e-21	3.58469506149457e-19
TSS3_16984791	-3.11737911961982	8.86138251040282	158.841656819683	1.6330015418186e-21	3.69046161872334e-19
TSS1_6489231	4.89305169972542	8.06681066780676	158.582316830116	1.71146308928138e-21	3.82132319611472e-19
TSS4_17080786	3.15818150595772	9.33797510579222	158.544978830846	1.72307277002794e-21	3.82132319611472e-19
TSS5_19624423	3.80004876529388	7.68240066962132	158.526772487919	1.72876292925971e-21	3.82132319611472e-19
TSS5_21771806	4.4602359075049	5.56206492512095	158.341710368269	1.78770362346788e-21	3.92297310358536e-19
TSS3_2308407	-4.78992901855361	4.16790157585129	158.187004656882	1.83855104689228e-21	4.00552815489488e-19
TSS1_2972199	3.51004179976672	8.24933566988593	157.351521328263	2.13987061466717e-21	4.62869298742614e-19
TSS4_13611796	-3.4254400167497	8.75248819549375	159.18662537418	2.27813174460852e-21	4.89281302283545e-19
TSS2_15337867	11.6618828057669	4.33531011672989	157.173281649644	2.68317224631805e-21	5.72214824896123e-19
TSS3_18168688	3.01362922343156	10.2484326579692	155.878696561986	2.79982353781705e-21	5.92916476893104e-19
TSS2_11685133	3.72480638923496	6.32510553253654	155.273629540238	3.12821499073425e-21	6.57859267808371e-19
TSS3_258879	3.41868218933323	6.54808769381114	155.205500385834	3.16757935852762e-21	6.61543487684773e-19
TSS4_14087571	-3.24660878886658	9.60608632602766	154.59303412024	3.54502229229811e-21	7.353007539566e-19
TSS2_18821895	4.74346057829139	6.94540361872944	153.748665308799	4.14215481645662e-21	8.53312070113986e-19
TSS1_17477602	3.96622427414785	6.14697526153171	153.55892692378	4.28993831608528e-21	8.75236671550387e-19
TSS4_6374736	6.88724328937193	5.84608619452385	153.538225393696	4.30638523465336e-21	8.75236671550387e-19
TSS5_24462532	5.58377284078584	5.86346744779029	153.382639498407	4.43207630499717e-21	8.94777111628195e-19
TSS1_1662184	4.33294761131056	6.70760691435666	152.940130663821	4.81046728904974e-21	9.64737621948962e-19
TSS2_16050054	11.0770980713805	5.68657812907436	153.181080878223	5.5551897958105e-21	1.10676192491138e-18
TSS1_471453	7.69925196192829	4.85761073241392	151.509534507174	6.27575120755507e-21	1.24214754129667e-18
TSS1_5782331	3.79954635409289	5.66773735927436	150.058935608629	8.23130747109542e-21	1.61862781913755e-18
TSS1_23978346	3.73155987393801	6.61388716201195	149.939508954165	8.41781902478927e-21	1.64462460340447e-18
TSS5_2315980	-3.38621474995306	6.5250856461263	150.464672633535	9.17870070356303e-21	1.78178585516666e-18
TSS4_18414075	-3.79116034090172	4.94862204651483	151.379190869806	9.35297513326173e-21	1.80405188509914e-18
TSS5_1079812	-3.45981321659365	5.93290549916466	148.402835314813	1.12420630020835e-20	2.15470502463351e-18
TSS2_19000243	-3.29795093511641	5.66742619960839	148.36612882846	1.13202849319943e-20	2.15605150060114e-18
TSS3_19666484	-2.93326269416229	8.92991497500575	148.121711921979	1.18555290330315e-20	2.24388116067057e-18
TSS1_1629513	-3.10326754235716	8.36073711801066	148.986129763833	1.2093157537683e-20	2.27464030878046e-18
TSS4_15216356	3.1797701682899	8.03867806128775	147.418960878837	1.35433019871783e-20	2.53167786467728e-18
TSS5_3744978	3.14344955043557	7.36204890384129	146.731806205144	1.54316838223773e-20	2.86697963922118e-18
TSS3_5464742	-3.0030720580086	7.11621893662	146.436629166211	1.63236029169255e-20	3.01419309227594e-18
TSS2_19568623	-2.94590379437714	8.47837687129836	145.733959224873	1.86651405775102e-20	3.4256754673257e-18
TSS3_10243758	-3.10319949631923	12.257257845029	145.057979464172	2.12423016018279e-20	3.87518445426599e-18
TSS3_2069339	6.02553564137558	4.91732118354866	144.791749972311	2.23546974029224e-20	4.05369641588443e-18
TSS1_28212057	3.59217215093495	6.61917140324163	144.386477384654	2.41636332056272e-20	4.35563871646434e-18
TSS3_7796326	4.19542145416236	7.61082551813131	144.212033420737	2.49877067106374e-20	4.47753090129131e-18
TSS2_11759471	3.3215597898261	7.04136736960313	143.829331819542	2.68977767472212e-20	4.79144337197706e-18
TSS3_11383958	-3.53359406677568	5.56948345751203	143.798224194541	2.70594522297287e-20	4.79205492323319e-18
TSS5_3931641	4.21443208966496	5.30859904410168	143.284899422047	2.98756290526586e-20	5.26002136396314e-18
TSS1_20210882	-3.25809487193571	6.2292400353504	143.22715474926	3.02106436557751e-20	5.28825966374473e-18
TSS2_17863882	-3.47628088724769	5.02556407714905	143.174392962734	3.05201074159357e-20	5.31172651078609e-18
TSS5_23306421	-2.88215446813245	11.3986645428653	142.925020782053	3.20272125916547e-20	5.54217187950332e-18
TSS2_760871	-3.13227149673856	6.03588886839038	142.824933996885	3.26533043171845e-20	5.61840917407555e-18
TSS4_16200587	6.32908966897004	4.78319927046651	142.195514549503	3.68881581240204e-20	6.31120956197576e-18
TSS1_11684687	3.21557452425762	8.88315798321237	141.931871316765	3.88251735158578e-20	6.60529623359956e-18
TSS4_17021389	2.87758768422264	9.81408123738742	141.766919093392	4.0089693550593e-20	6.74861153174661e-18
TSS1_17693861	-3.01022627702348	8.08812753694765	141.763894729625	4.01132673683053e-20	6.74861153174661e-18
TSS2_18274786	4.82355211120296	5.05828551426563	141.683921804226	4.07417971660907e-20	6.81648532365041e-18
TSS5_8863394	4.11494491122307	8.72026237861775	141.591485736404	4.14808398482238e-20	6.90200150068e-18
TSS4_6075656	-3.47808166583373	5.44385051705473	143.266021619708	4.26780279295474e-20	7.06239737590428e-18
TSS3_17441244	-2.86426628891447	7.63513446130981	141.394586346241	4.31011295582408e-20	7.09364949137068e-18
TSS2_16244530	-3.14119376811325	6.84206824660826	141.144309317162	4.52544995051435e-20	7.40779464061763e-18
TSS1_182171	4.15028796442857	5.77177053842793	141.008139366913	4.64719976067011e-20	7.56619087915984e-18
TSS2_17495680	-3.54480647680594	5.57947975172994	140.782833653693	4.85605096319068e-20	7.86394605980232e-18
TSS3_2126419	4.79192007588694	6.42831712223884	140.557093769127	5.07493982794117e-20	8.17470227710332e-18
TSS5_24003892	-2.91444926555465	7.12822288101134	140.45339081451	5.17885253949453e-20	8.29794663775201e-18
TSS2_9560109	3.50621456583693	8.00438992875039	139.427399762443	6.33199081605948e-20	1.00921935727752e-17
TSS5_16674496	11.0446713322373	4.59531203555584	139.875565807068	6.87928349667246e-20	1.09070859753786e-17
TSS4_8102875	-3.74379403076462	6.94428624075966	138.821053488802	7.13384695541091e-20	1.12517857995161e-17
TSS5_21401356	3.2422585230411	6.53654260783983	138.43086842422	7.70407101112521e-20	1.20882063435184e-17
TSS3_607767	3.03573602052197	7.35201631375755	138.240923741454	7.99832170739322e-20	1.24852152713912e-17
TSS1_10300213	3.02058370365046	8.81875881135402	138.138100992387	8.16237784157783e-20	1.26724233252161e-17
TSS4_7004355	-3.25204612445922	5.40701321295731	138.113618507456	8.20194489232363e-20	1.26724233252161e-17
TSS2_17922053	6.71643137443114	5.11682747885496	138.001917573091	8.38497286278586e-20	1.28894483859769e-17
TSS1_1584073	3.04617192371306	7.62755608813895	137.476750984627	9.30312893942687e-20	1.42286188723568e-17
TSS3_1498990	-2.80397275575432	9.33175166819546	137.358909717139	9.52290879836487e-20	1.44915702080846e-17
TSS5_20454200	5.35282057516663	4.58838334308522	136.418601727148	1.14782988620578e-19	1.73798662219849e-17
TSS1_29272369	3.4250808397737	6.45760262037592	135.478761364055	1.38448265900758e-19	2.08588499317047e-17
TSS2_16221821	-3.21447700629613	6.37828729912455	135.044575559931	1.51012738624505e-19	2.26392018008213e-17
TSS5_21237120	-2.98787893052152	7.98491797227499	135.007219085777	1.52146830762695e-19	2.26968594876192e-17
TSS1_790077	3.18800767125165	7.74879375570674	134.603303267532	1.6497995730611e-19	2.44906276818673e-17
TSS1_6802653	-2.75407984805811	9.29018112677923	134.188432719294	1.79316475683527e-19	2.64889796737768e-17
TSS1_8175805	-3.24296711356163	5.91884480783011	133.637841791265	2.00333326347933e-19	2.93085836091748e-17
TSS4_11519771	-2.84467945445671	8.06294827171649	133.637692383618	2.00339358950539e-19	2.93085836091748e-17
TSS4_6268310	-2.73539409046539	7.90848956938095	133.26460082363	2.15998460588821e-19	3.14475066442849e-17
TSS1_1244960	-3.11004465603427	8.47760169569452	133.737343393369	2.31004833418091e-19	3.34713845473686e-17
TSS5_7913706	5.20092170679554	4.58051687603925	132.817441250433	2.36426885268132e-19	3.40938826979755e-17
TSS1_29780688	2.90628979131383	7.76775550585196	132.665281572761	2.4382027831963e-19	3.49393683971167e-17
TSS2_15030319	4.20242695929264	6.99384506227688	132.64956079666	2.44597500253896e-19	3.49393683971167e-17
TSS1_9381803	-3.8318499550891	5.29052581786596	132.450424372467	2.54664811578074e-19	3.62066407935156e-17
TSS5_13853745	-2.96516376236388	11.7470210759605	132.33358460872	2.60767883208934e-19	3.69010925570849e-17
TSS1_3338060	2.76956354255927	8.85549282305093	132.200367300338	2.67909210593433e-19	3.77353238344229e-17
TSS4_11278258	3.2111528533265	6.7399954706612	132.10520083609	2.73132961527049e-19	3.82929883052019e-17
TSS3_6000461	-2.82969521454486	8.69998515262041	131.654435402547	2.99327842040267e-19	4.17720969608544e-17
TSS1_5622870	2.89641163390275	9.07107597683654	131.267837647177	3.23835033289153e-19	4.49848454729147e-17
TSS5_26757190	-2.72308310193938	7.35816103040375	131.002045719528	3.41866116309732e-19	4.72727470329114e-17
TSS3_7970774	-2.96410668019419	7.81600356145957	130.899611733066	3.49086343246224e-19	4.80517351478428e-17
TSS5_18387361	6.43398588389309	5.43614511694684	130.56493022036	3.73782733170354e-19	5.12183823918454e-17
TSS4_15591102	-2.86142192077648	6.46776193497933	130.27333739308	3.96753677193837e-19	5.40070401149039e-17
TSS1_6463994	3.87079657077334	6.31849543307326	130.261689557499	3.97700688360584e-19	5.40070401149039e-17
TSS4_18304751	2.73315028244078	9.51774416779361	129.933927051865	4.25318380751788e-19	5.73344966505246e-17
TSS2_1710593	3.2868445294777	6.02293444196224	129.926227614977	4.2599021716369e-19	5.73344966505246e-17
TSS5_18506338	-3.71087840627705	4.82706744009438	129.762832070442	4.40506514486946e-19	5.90259237973814e-17
TSS5_309717	5.06956670418938	5.41884498891825	129.389344851232	4.75617738409709e-19	6.34499205826485e-17
TSS5_707253	4.93034130259934	5.23030673209752	129.295000374701	4.84931419658685e-19	6.44086762347542e-17
TSS4_17015155	-3.26078015547956	5.18538991233	129.169785409356	4.9758141368019e-19	6.56582624016103e-17
TSS5_24116213	3.46689314144722	7.19436242570874	129.159105756911	4.98675836356053e-19	6.56582624016103e-17
TSS3_184407	4.51804596062832	6.39199562764765	128.990475569477	5.1628663130079e-19	6.76827188557655e-17
TSS1_10571337	3.49846804496869	6.4226560785186	128.694258198249	5.487771889559e-19	7.16319810911703e-17
TSS1_29342923	4.53729157635575	6.35502106586713	128.521102052264	5.68730809213979e-19	7.39179188644932e-17
TSS2_13294105	2.95538150092797	7.29669445904321	128.381169624827	5.85397047520985e-19	7.5758883718282e-17
TSS4_18217339	-2.75333598986788	8.80124957025862	128.220350021855	6.05169112301983e-19	7.79844094801743e-17
TSS1_26276264	-3.23096525280142	5.83067116315086	127.811815999347	6.58525654372962e-19	8.45005609804085e-17
TSS4_8459567	3.84313354792936	5.97470470395328	127.772147358335	6.63956457616746e-19	8.48379468607929e-17
TSS5_26349059	4.44417553183184	6.70233026869989	127.719162447794	6.71281833516266e-19	8.5413562035181e-17
TSS5_17451669	5.2185267274726	4.65510315870257	127.509494756278	7.01089254886422e-19	8.88329954214456e-17
TSS3_4538661	4.52386540536741	5.50165249864874	127.40050703728	7.17114722652636e-19	9.04849381087073e-17
TSS2_7496016	4.63723347417856	6.4783610229509	127.296900997908	7.32696195179121e-19	9.20673812390428e-17
TSS5_1390034	2.84133490009634	8.14473405172584	127.216541300122	7.45019716531916e-19	9.32290581641984e-17
TSS5_17522520	4.54729950356502	4.58551456173916	126.6511017875	8.37944184710919e-19	1.04425776730867e-16
TSS1_7497111	-3.65041659496142	4.70330812057428	126.574672126265	8.51383981748212e-19	1.05665824259349e-16
TSS5_21880618	-2.96940484875229	7.13904520967599	127.167730245956	8.77482960517098e-19	1.08460475483017e-16
TSS5_4423033	3.19208089578806	6.34573952752702	125.934824873342	9.72914499044851e-19	1.19767356807216e-16
TSS2_7731143	2.91639904275395	8.1680807773155	125.768244474146	1.00737239398996e-18	1.23507118247765e-16
TSS5_23549604	2.97199032152342	8.84951961834077	125.743494741184	1.01259744727021e-18	1.2362238865217e-16
TSS4_6073595	-3.03291506155172	6.5556199599181	127.209235009987	1.01647705889081e-18	1.2362238865217e-16
TSS3_9758901	-2.82544591979105	8.39324031958849	125.689288650049	1.02413822847552e-18	1.23741725778211e-16
TSS3_18804	3.57974957293825	6.19188439671286	125.682324488003	1.02563065648486e-18	1.23741725778211e-16
TSS4_2594130	-2.63966075190825	9.5050555315091	125.560164622949	1.05217436637505e-18	1.26440461654506e-16
TSS4_11918166	-2.66049551840691	7.77507198177984	125.215952448334	1.13080987259512e-18	1.35353025184973e-16
TSS5_22239187	-2.72788413368358	11.7880714755209	124.481848274712	1.3192216359546e-18	1.57283420478792e-16
TSS1_22339660	3.5644828767327	6.31461093691468	124.058831043336	1.44208234951119e-18	1.71257175648029e-16
TSS2_19414977	5.01142976871203	5.48344586509076	123.847803831298	1.50768726595053e-18	1.78348802635859e-16
TSS1_11575321	6.49459892648982	5.9560039699479	123.735466567828	1.54384800026905e-18	1.81915754833259e-16
