#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
HOMER_RNA_00041689	34	0.3721	8.18902587891	1	0.00902533	noncoding
HOMER_RNA_00017817	53	0.37765	9.69439697266	-1	0.106729	noncoding
HOMER_RNA_00042880	23	0.41615	9.52288818359	1	0.0104231	noncoding
HOMER_RNA_00040303	2	0.35193	9.50006103516	-1	0.100864	noncoding
HOMER_RNA_00040304	39	0.3314	10.2920532227	1	0.0172385	noncoding
HOMER_RNA_00027780	71	0.3811	9.39471435547	1	0.0731613	noncoding
HOMER_RNA_00036117	42	0.37256	6.51934814453	1	0.0130188	noncoding
HOMER_RNA_00036123	70	0.36975	9.69024658203	1	0.0645608	noncoding
HOMER_RNA_00042890	42	0.33084	9.62420654297	1	0.0160277	noncoding
HOMER_RNA_00038967	59	0.31903	11.0000610352	1	0.0350134	noncoding
HOMER_RNA_00036132	37	0.45355	7.97979736328	1	0.0200824	noncoding
HOMER_RNA_00041713	59	0.345	8.73895263672	1	0.0279391	noncoding
HOMER_RNA_00033224	14	0.41451	10.3013305664	1	0.00862582	noncoding
HOMER_RNA_00033225	74	0.32176	4.96771240234	1	0.096157	noncoding
HOMER_RNA_00030493	62	0.33117	7.86895751953	-1	0.0894074	noncoding
HOMER_RNA_00027816	67	0.33863	4.98907470703	-1	0.0342392	noncoding
HOMER_RNA_00033234	36	0.43471	12.3020629883	1	0.0289373	noncoding
STRINGTIE_RNA_00023122	42	0.3611	9.30230712891	1	0.0165438	noncoding
HOMER_RNA_00023768	78	0.40504	9.09722900391	1	0.129145	noncoding
HOMER_RNA_00033239	63	0.37794	6.94598388672	1	0.0418066	noncoding
HOMER_RNA_00033244	13	0.38412	5.27276611328	1	0.00340989	noncoding
HOMER_RNA_00041726	35	0.41111	11.0000610352	1	0.0255603	noncoding
STRINGTIE_RNA_00026323	51	0.33859	11.5923461914	1	0.0287587	noncoding
STRINGTIE_RNA_00028144	26	0.28457	9.10137939453	1	0.00887277	noncoding
HOMER_RNA_00027853	52	0.3216	8.81878662109	-1	0.127074	noncoding
HOMER_RNA_00017894	41	0.42887	6.49713134766	1	0.0194485	noncoding
HOMER_RNA_00010236	81	0.27527	10.5953979492	1	0.0553273	noncoding
HOMER_RNA_00022123	67	0.43994	11.4591674805	1	0.15053	noncoding
HOMER_RNA_00027875	21	0.37734	9.84307861328	1	0.00826148	noncoding
HOMER_RNA_00001550	132	0.45335	5.27264404297	1	0.939648	coding
STRINGTIE_RNA_00001110	34	0.29519	7.76129150391	1	0.00806274	noncoding
HOMER_RNA_00042930	45	0.39868	8.93426513672	1	0.0230441	noncoding
HOMER_RNA_00001620	28	0.41523	10.4094848633	1	0.0175446	noncoding
HOMER_RNA_00023828	43	0.38757	11.1011352539	-1	0.154661	noncoding
STRINGTIE_RNA_00001165	68	0.41422	6.47344970703	1	0.0878248	noncoding
HOMER_RNA_00030579	27	0.35735	10.6204223633	1	0.0126081	noncoding
HOMER_RNA_00030580	45	0.36526	8.58978271484	1	0.0163282	noncoding
HOMER_RNA_00030587	49	0.34561	10.0087280273	1	0.0242898	noncoding
HOMER_RNA_00027927	40	0.32482	9.74346923828	1	0.0152458	noncoding
HOMER_RNA_00027937	27	0.40984	10.2890014648	-1	0.0960592	noncoding
HOMER_RNA_00023840	28	0.44442	9.68780517578	1	0.0198402	noncoding
HOMER_RNA_00041777	24	0.4284	9.30157470703	1	0.0114097	noncoding
HOMER_RNA_00036254	59	0.43144	6.70281982422	1	0.0580649	noncoding
HOMER_RNA_00030617	111	0.39075	5.94427490234	-1	0.0543313	noncoding
HOMER_RNA_00030618	26	0.33374	6.52960205078	1	0.00469604	noncoding
HOMER_RNA_00040409	75	0.35734	6.14202880859	-1	0.0428467	noncoding
HOMER_RNA_00027954	17	0.24306	10.8342895508	-1	0.158513	noncoding
HOMER_RNA_00027955	30	0.39686	9.18670654297	1	0.011363	noncoding
HOMER_RNA_00030625	59	0.37373	5.36676025391	1	0.0504479	noncoding
STRINGTIE_RNA_00023276	42	0.43352	6.14898681641	1	0.022971	noncoding
HOMER_RNA_00022185	33	0.41688	9.98443603516	1	0.0202721	noncoding
HOMER_RNA_00033361	36	0.45828	9.97650146484	1	0.0417197	noncoding
HOMER_RNA_00022186	37	0.35887	11.7344360352	1	0.0192146	noncoding
HOMER_RNA_00027961	79	0.37699	5.95648193359	1	0.126055	noncoding
STRINGTIE_RNA_00001292	76	0.36867	9.29827880859	-1	0.110552	noncoding
HOMER_RNA_00033364	48	0.38308	5.58526611328	1	0.0261731	noncoding
STRINGTIE_RNA_00035105	64	0.36282	9.73089599609	1	0.0473091	noncoding
STRINGTIE_RNA_00014862	35	0.28938	9.68426513672	1	0.0136688	noncoding
STRINGTIE_RNA_00013588	182	0.42596	8.55157470703	-1	0.185642	noncoding
HOMER_RNA_00027987	33	0.35421	9.99188232422	1	0.0133692	noncoding
HOMER_RNA_00027989	35	0.37552	5.82330322266	1	0.0103146	noncoding
HOMER_RNA_00030672	25	0.34425	7.95867919922	1	0.00499345	noncoding
STRINGTIE_RNA_00026423	36	0.33455	4.78045654297	1	0.0135262	noncoding
STRINGTIE_RNA_00036526	23	0.31828	9.30194091797	1	0.00710171	noncoding
HOMER_RNA_00027997	32	0.37459	12.0065307617	1	0.0160199	noncoding
HOMER_RNA_00030676	48	0.43826	6.69708251953	-1	0.0231038	noncoding
HOMER_RNA_00033401	45	0.40047	9.04632568359	1	0.0241032	noncoding
HOMER_RNA_00010700	46	0.36411	9.14276123047	1	0.019347	noncoding
HOMER_RNA_00041802	57	0.35539	10.2317504883	1	0.0364537	noncoding
HOMER_RNA_00033407	69	0.38665	11.1328735352	1	0.0787589	noncoding
HOMER_RNA_00022214	48	0.38369	8.46234130859	1	0.0211988	noncoding
STRINGTIE_RNA_00026436	29	0.34727	7.67425537109	1	0.00578411	noncoding
HOMER_RNA_00020141	30	0.43971	11.5816040039	1	0.0298108	noncoding
HOMER_RNA_00028009	32	0.37392	9.52288818359	1	0.0120489	noncoding
HOMER_RNA_00040450	62	0.40304	10.3671264648	1	0.0720066	noncoding
HOMER_RNA_00028013	75	0.32565	10.2864379883	1	0.0559079	noncoding
HOMER_RNA_00028016	40	0.34336	7.76922607422	1	0.00994623	noncoding
STRINGTIE_RNA_00032704	60	0.31746	11.8368530273	1	0.0338881	noncoding
HOMER_RNA_00036382	40	0.35447	9.38482666016	1	0.0150022	noncoding
HOMER_RNA_00028022	88	0.34853	6.49114990234	1	0.12412	noncoding
HOMER_RNA_00030724	32	0.3889	9.51910400391	1	0.013169	noncoding
STRINGTIE_RNA_00019848	99	0.3842	7.65240478516	1	0.247924	noncoding
STRINGTIE_RNA_00030208	40	0.29554	9.30157470703	1	0.0138101	noncoding
STRINGTIE_RNA_00017955	4	0.40475	5.27471923828	1	1.45246e-05	noncoding
HOMER_RNA_00010889	55	0.37843	11.0584106445	1	0.0428913	noncoding
HOMER_RNA_00028040	24	0.38128	6.54364013672	1	0.00483372	noncoding
HOMER_RNA_00020168	32	0.34025	9.86724853516	1	0.0119909	noncoding
STRINGTIE_RNA_00036544	49	0.3782	12.1787719727	1	0.0271839	noncoding
HOMER_RNA_00010964	33	0.40193	4.93572998047	1	0.0165726	noncoding
HOMER_RNA_00030757	23	0.44548	7.97760009766	1	0.00803798	noncoding
HOMER_RNA_00028074	32	0.36414	6.50128173828	1	0.00701122	noncoding
HOMER_RNA_00030770	103	0.36084	10.2825317383	1	0.203926	noncoding
STRINGTIE_RNA_00026476	80	0.34049	10.9437866211	1	0.0741383	noncoding
HOMER_RNA_00043017	46	0.38766	9.65509033203	1	0.0262461	noncoding
HOMER_RNA_00028090	18	0.37787	11.1054077148	1	0.0102061	noncoding
HOMER_RNA_00033508	25	0.41133	11.785949707	1	0.0162036	noncoding
HOMER_RNA_00036451	19	0.32866	9.36920166016	1	0.00609602	noncoding
HOMER_RNA_00030796	38	0.36263	11.4531860352	1	0.0206696	noncoding
HOMER_RNA_00036455	33	0.40821	4.39630126953	1	0.0243766	noncoding
STRINGTIE_RNA_00032767	44	0.36566	11.905456543	1	0.0237925	noncoding
HOMER_RNA_00030802	106	0.35525	9.74749755859	-1	0.151278	noncoding
HOMER_RNA_00022296	2	0.4391	5.27496337891	1	1.56026e-05	noncoding
HOMER_RNA_00030815	27	0.43164	10.4463500977	1	0.0203882	noncoding
HOMER_RNA_00033560	17	0.48856	6.50970458984	1	0.00451382	noncoding
HOMER_RNA_00033562	21	0.34385	3.79937744141	1	0.00947695	noncoding
HOMER_RNA_00040525	58	0.3858	4.54949951172	1	0.0835179	noncoding
HOMER_RNA_00028147	114	0.3283	9.09832763672	1	0.202353	noncoding
HOMER_RNA_00028148	55	0.44791	3.80255126953	-1	0.0367263	noncoding
HOMER_RNA_00028153	55	0.43203	9.77313232422	1	0.0693096	noncoding
HOMER_RNA_00030868	41	0.4204	7.72137451172	1	0.0178692	noncoding
HOMER_RNA_00030872	60	0.38491	10.4559936523	1	0.0543937	noncoding
STRINGTIE_RNA_00032804	108	0.44984	4.86468505859	1	0.798079	coding
HOMER_RNA_00028188	66	0.33978	10.0401000977	1	0.0443683	noncoding
HOMER_RNA_00024018	60	0.41795	5.91998291016	1	0.0668474	noncoding
HOMER_RNA_00030903	80	0.29705	10.3578491211	1	0.0551384	noncoding
HOMER_RNA_00028203	49	0.36179	11.0479125977	1	0.0304983	noncoding
HOMER_RNA_00043060	36	0.43371	5.28009033203	-1	0.0170304	noncoding
HOMER_RNA_00033628	28	0.38891	4.40655517578	-1	0.012679	noncoding
HOMER_RNA_00028212	60	0.35763	9.30157470703	-1	0.111095	noncoding
HOMER_RNA_00028223	37	0.4441	4.67706298828	1	0.0331344	noncoding
HOMER_RNA_00028224	19	0.36951	9.34967041016	1	0.00613989	noncoding
HOMER_RNA_00028229	45	0.42451	12.1015014648	1	0.0391056	noncoding
HOMER_RNA_00028230	92	0.34625	7.86444091797	-1	0.0920325	noncoding
STRINGTIE_RNA_00020050	68	0.42968	11.862487793	1	0.117109	noncoding
HOMER_RNA_00028234	23	0.46508	8.38348388672	1	0.0110912	noncoding
HOMER_RNA_00036590	19	0.41508	4.02764892578	1	0.0132459	noncoding
STRINGTIE_RNA_00036602	13	0.34095	9.30535888672	1	0.00456156	noncoding
HOMER_RNA_00024052	25	0.39989	6.04510498047	1	0.00631663	noncoding
HOMER_RNA_00011552	23	0.45215	12.4790649414	-1	0.158342	noncoding
HOMER_RNA_00030949	39	0.37749	9.42889404297	1	0.0165227	noncoding
HOMER_RNA_00028261	7	0.41485	5.27496337891	1	0.00284329	noncoding
HOMER_RNA_00030958	64	0.36319	5.97528076172	1	0.0478454	noncoding
STRINGTIE_RNA_00016450	28	0.38317	9.49639892578	1	0.0104246	noncoding
HOMER_RNA_00036640	13	0.35487	9.49639892578	1	0.0048795	noncoding
HOMER_RNA_00036641	64	0.44814	9.39385986328	1	0.124965	noncoding
HOMER_RNA_00030978	14	0.34988	5.30267333984	1	0.00309249	noncoding
STRINGTIE_RNA_00018075	7	0.35431	5.27496337891	1	1.29952e-05	noncoding
STRINGTIE_RNA_00028398	52	0.37262	10.3950805664	1	0.0348372	noncoding
HOMER_RNA_00033693	0	0.4044	0.0	-1	0.00551506	noncoding
HOMER_RNA_00011672	35	0.44025	4.31610107422	1	0.0366013	noncoding
HOMER_RNA_00030987	41	0.33227	6.48760986328	1	0.0102693	noncoding
HOMER_RNA_00043092	81	0.36302	7.82720947266	1	0.084555	noncoding
HOMER_RNA_00030988	52	0.35567	9.13824462891	1	0.0239006	noncoding
HOMER_RNA_00043093	62	0.44928	7.71246337891	1	0.0798981	noncoding
HOMER_RNA_00039234	37	0.40948	8.49444580078	1	0.0149303	noncoding
HOMER_RNA_00039235	9	0.32646	5.27496337891	-1	0.0222102	noncoding
HOMER_RNA_00039239	70	0.41829	6.26397705078	1	0.108084	noncoding
HOMER_RNA_00028317	20	0.43784	5.71417236328	1	0.00638087	noncoding
STRINGTIE_RNA_00035277	7	0.40783	9.99237060547	1	0.00522575	noncoding
HOMER_RNA_00028319	7	0.42535	4.59649658203	-1	0.0101345	noncoding
STRINGTIE_RNA_00026623	74	0.29928	9.48101806641	1	0.042652	noncoding
STRINGTIE_RNA_00028418	114	0.24797	9.94354248047	1	0.108993	noncoding
HOMER_RNA_00031008	105	0.39596	8.90655517578	1	0.342415	noncoding
HOMER_RNA_00031014	23	0.36952	7.99981689453	-1	0.0440869	noncoding
HOMER_RNA_00031015	69	0.39455	4.24774169922	1	0.207413	noncoding
STRINGTIE_RNA_00023658	52	0.40622	9.50787353516	1	0.0405968	noncoding
HOMER_RNA_00011761	27	0.3541	5.49212646484	1	0.0062967	noncoding
HOMER_RNA_00033732	26	0.36753	11.0001831055	1	0.0133292	noncoding
HOMER_RNA_00028364	28	0.44425	8.51263427734	1	0.0126556	noncoding
HOMER_RNA_00041953	34	0.36035	9.99237060547	1	0.0142247	noncoding
HOMER_RNA_00043116	68	0.33947	5.19256591797	1	0.0677336	noncoding
STRINGTIE_RNA_00026666	30	0.29325	4.13348388672	1	0.0193784	noncoding
HOMER_RNA_00036723	81	0.33973	10.0670776367	1	0.0757978	noncoding
STRINGTIE_RNA_00018125	57	0.36901	9.66253662109	1	0.0367101	noncoding
HOMER_RNA_00041979	20	0.41059	6.68389892578	1	0.00452108	noncoding
HOMER_RNA_00031083	29	0.29813	6.50567626953	1	0.00652448	noncoding
HOMER_RNA_00041984	110	0.41224	9.84197998047	1	0.47788	noncoding
HOMER_RNA_00028413	54	0.3624	10.0579223633	1	0.0331113	noncoding
STRINGTIE_RNA_00020252	56	0.43324	11.4985961914	1	0.0843697	noncoding
STRINGTIE_RNA_00036704	29	0.29127	5.89031982422	1	0.0081634	noncoding
HOMER_RNA_00040637	39	0.43253	7.64898681641	1	0.0175619	noncoding
HOMER_RNA_00028424	51	0.44097	6.69525146484	1	0.0384351	noncoding
STRINGTIE_RNA_00035336	50	0.35708	8.84197998047	1	0.0206684	noncoding
STRINGTIE_RNA_00028468	14	0.33753	8.49615478516	1	0.00350259	noncoding
HOMER_RNA_00028428	49	0.34381	9.18560791016	1	0.019817	noncoding
HOMER_RNA_00033833	45	0.25506	9.42706298828	1	0.0229754	noncoding
HOMER_RNA_00022476	45	0.38719	9.42706298828	1	0.0235603	noncoding
STRINGTIE_RNA_00016542	55	0.3487	11.434753418	1	0.0343007	noncoding
HOMER_RNA_00031140	42	0.35559	4.62322998047	1	0.0226371	noncoding
HOMER_RNA_00031141	66	0.30365	8.68475341797	1	0.0299292	noncoding
HOMER_RNA_00033856	61	0.43865	12.4154663086	1	0.0800968	noncoding
HOMER_RNA_00028457	28	0.47937	12.6989135742	1	0.0446272	noncoding
HOMER_RNA_00028461	37	0.45994	3.81903076172	1	0.0584083	noncoding
HOMER_RNA_00031149	33	0.33522	8.65533447266	1	0.00849246	noncoding
HOMER_RNA_00036802	33	0.41248	8.65533447266	1	0.0128707	noncoding
HOMER_RNA_00028469	34	0.31507	9.50006103516	1	0.0114216	noncoding
HOMER_RNA_00043158	5	0.43153	5.27471923828	1	0.00271329	noncoding
HOMER_RNA_00042023	48	0.38383	10.0366821289	1	0.0302951	noncoding
HOMER_RNA_00031163	41	0.37053	9.87359619141	1	0.019493	noncoding
STRINGTIE_RNA_00002587	24	0.40415	11.1660766602	1	0.0150382	noncoding
HOMER_RNA_00028496	31	0.38419	10.9313354492	-1	0.14501	noncoding
HOMER_RNA_00036839	67	0.39076	4.54510498047	1	0.149403	noncoding
HOMER_RNA_00036840	70	0.38035	10.9783325195	1	0.0773375	noncoding
HOMER_RNA_00024197	89	0.30897	9.32989501953	1	0.0722059	noncoding
HOMER_RNA_00028514	17	0.33762	4.50567626953	1	0.00508225	noncoding
HOMER_RNA_00028521	20	0.39181	8.49798583984	-1	0.0425029	noncoding
HOMER_RNA_00033920	6	0.39644	5.27276611328	1	1.69416e-05	noncoding
HOMER_RNA_00042041	25	0.40838	9.62652587891	1	0.011196	noncoding
HOMER_RNA_00028532	40	0.37554	6.50604248047	1	0.0118866	noncoding
STRINGTIE_RNA_00015119	103	0.36362	8.91571044922	1	0.215502	noncoding
STRINGTIE_RNA_00023907	24	0.3995	5.58489990234	1	0.00679484	noncoding
HOMER_RNA_00042042	30	0.38419	10.0443725586	1	0.0136517	noncoding
HOMER_RNA_00028555	27	0.40005	10.6758422852	1	0.015523	noncoding
HOMER_RNA_00036906	62	0.3382	10.7258911133	1	0.0410728	noncoding
STRINGTIE_RNA_00018218	35	0.42743	5.93463134766	1	0.014983	noncoding
HOMER_RNA_00036923	23	0.33948	9.52264404297	1	0.00747919	noncoding
STRINGTIE_RNA_00018221	34	0.37741	9.98443603516	1	0.0154107	noncoding
STRINGTIE_RNA_00036795	51	0.29585	10.7482299805	1	0.0273164	noncoding
HOMER_RNA_00018443	27	0.36025	5.89544677734	1	0.00575687	noncoding
HOMER_RNA_00018444	20	0.36114	9.51995849609	1	0.00671516	noncoding
HOMER_RNA_00031287	44	0.27544	10.446472168	1	0.0239106	noncoding
STRINGTIE_RNA_00033168	55	0.40637	11.5923461914	1	0.0536556	noncoding
HOMER_RNA_00028616	59	0.36023	5.40167236328	1	0.0437093	noncoding
STRINGTIE_RNA_00026833	30	0.32898	10.1659545898	1	0.0121639	noncoding
HOMER_RNA_00031296	23	0.40149	9.52081298828	1	0.00925661	noncoding
HOMER_RNA_00022588	0	0.41417	0.0	-1	0.00894867	noncoding
HOMER_RNA_00031302	78	0.3214	9.41424560547	-1	0.153776	noncoding
HOMER_RNA_00034026	40	0.4399	9.52117919922	1	0.0333765	noncoding
STRINGTIE_RNA_00002928	88	0.42656	3.75457763672	1	0.684491	coding
HOMER_RNA_00028666	22	0.30474	10.4612426758	1	0.0111889	noncoding
STRINGTIE_RNA_00013888	48	0.3575	9.68792724609	1	0.0231564	noncoding
STRINGTIE_RNA_00020532	42	0.3432	9.77581787109	-1	0.137248	noncoding
STRINGTIE_RNA_00024048	29	0.31885	5.46380615234	-1	0.0345462	noncoding
HOMER_RNA_00031343	29	0.29424	9.78802490234	1	0.0115052	noncoding
HOMER_RNA_00040774	39	0.46032	6.03582763672	-1	0.0188427	noncoding
STRINGTIE_RNA_00028638	42	0.34218	8.24774169922	1	0.0117378	noncoding
STRINGTIE_RNA_00026876	63	0.26407	10.196105957	1	0.0373676	noncoding
HOMER_RNA_00037022	75	0.39252	11.1934204102	1	0.104893	noncoding
HOMER_RNA_00039405	73	0.39448	8.66473388672	1	0.0853837	noncoding
HOMER_RNA_00037036	45	0.33479	7.85711669922	1	0.0123938	noncoding
HOMER_RNA_00039413	21	0.39545	10.2828979492	1	0.0104138	noncoding
HOMER_RNA_00004220	86	0.45804	10.3794555664	-1	0.143729	noncoding
STRINGTIE_RNA_00013913	58	0.35286	5.02740478516	1	0.0461756	noncoding
HOMER_RNA_00028716	62	0.38573	5.19488525391	1	0.074148	noncoding
STRINGTIE_RNA_00036856	110	0.32389	9.21478271484	1	0.167679	noncoding
HOMER_RNA_00039419	24	0.41651	6.23309326172	-1	0.0151064	noncoding
HOMER_RNA_00012888	81	0.34475	7.76800537109	-1	0.0841392	noncoding
HOMER_RNA_00031389	5	0.37964	5.27496337891	1	1.21683e-05	noncoding
STRINGTIE_RNA_00033283	22	0.35317	3.66571044922	1	0.0113543	noncoding
HOMER_RNA_00012934	0	0.31562	0.0	-1	4.6996e-07	noncoding
HOMER_RNA_00031405	52	0.39457	4.93572998047	1	0.0511941	noncoding
HOMER_RNA_00028742	78	0.37469	10.9299926758	1	0.0977599	noncoding
STRINGTIE_RNA_00020660	121	0.39767	5.17779541016	1	0.808792	coding
HOMER_RNA_00037079	172	0.34904	10.8380737305	1	0.699944	coding
HOMER_RNA_00037085	169	0.44823	10.4248657227	1	0.977109	coding
HOMER_RNA_00037103	48	0.44467	11.7819213867	1	0.0695933	noncoding
HOMER_RNA_00026905	50	0.37583	10.4108276367	1	0.0330002	noncoding
HOMER_RNA_00028773	40	0.31719	3.79937744141	1	0.0304766	noncoding
HOMER_RNA_00028776	16	0.46517	5.27471923828	1	0.00569401	noncoding
HOMER_RNA_00013008	36	0.4425	10.0366821289	1	0.0331853	noncoding
STRINGTIE_RNA_00009902	40	0.31978	4.53509521484	1	0.0196831	noncoding
HOMER_RNA_00031440	36	0.39991	10.6371459961	1	0.0229445	noncoding
HOMER_RNA_00004410	85	0.44869	9.49163818359	1	0.32385	noncoding
HOMER_RNA_00034233	37	0.39552	12.0042114258	1	0.0214663	noncoding
HOMER_RNA_00028804	28	0.39673	11.5537719727	1	0.0167626	noncoding
HOMER_RNA_00042147	28	0.29976	7.93475341797	1	0.00629726	noncoding
HOMER_RNA_00028806	18	0.3768	6.49993896484	1	0.00333444	noncoding
STRINGTIE_RNA_00035578	50	0.26458	9.52313232422	1	0.0237281	noncoding
STRINGTIE_RNA_00036948	27	0.31604	9.36920166016	1	0.00848084	noncoding
HOMER_RNA_00028814	76	0.33664	9.51519775391	1	0.0584896	noncoding
HOMER_RNA_00031468	68	0.3982	10.4701538086	1	0.0882451	noncoding
HOMER_RNA_00031469	22	0.38976	12.0000610352	1	0.0119006	noncoding
HOMER_RNA_00034428	44	0.42277	8.60906982422	1	0.0257252	noncoding
STRINGTIE_RNA_00036971	60	0.42729	11.137512207	1	0.094406	noncoding
HOMER_RNA_00024408	17	0.37268	10.2890014648	1	0.00795501	noncoding
HOMER_RNA_00037353	36	0.39317	4.14215087891	1	0.0299547	noncoding
STRINGTIE_RNA_00035606	39	0.35844	10.666809082	1	0.0200664	noncoding
HOMER_RNA_00040851	40	0.40142	9.89398193359	1	0.0237869	noncoding
HOMER_RNA_00024419	74	0.3897	9.43353271484	1	0.0928017	noncoding
HOMER_RNA_00031495	17	0.3934	5.82061767578	-1	0.013598	noncoding
HOMER_RNA_00043297	19	0.39077	8.27532958984	1	0.00463467	noncoding
