#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
AT1G34844.3	43	0.34871	9.59112548828	1	0.017549	noncoding
AT1G06833.3	62	0.26906	9.86016845703	1	0.0331147	noncoding
AT1G35270.1	313	0.41381	6.37762451172	1	0.999998	coding
AT1G06883.1	66	0.35728	9.44696044922	1	0.0467687	noncoding
AT1G35450.1	134	0.3647	8.86297607422	1	0.550047	coding
AT1G35465.1	117	0.3692	9.80560302734	1	0.353365	noncoding
AT1G35513.1	45	0.38829	5.66815185547	1	0.0221912	noncoding
AT1G35612.1	60	0.34743	9.86614990234	1	0.0364442	noncoding
AT1G06917.1	7	0.33786	8.49798583984	-1	0.0782812	noncoding
AT1G09235.1	55	0.40041	8.98114013672	1	0.0393788	noncoding
AT1G06983.1	43	0.32165	8.80389404297	1	0.013147	noncoding
AT1G36630.1	295	0.3725	8.62921142578	1	0.999774	coding
AT1G07007.1	42	0.39096	9.49542236328	1	0.0214537	noncoding
AT1G07027.1	38	0.3922	3.91632080078	1	0.0393966	noncoding
AT1G09455.1	76	0.31473	9.15728759766	-1	0.151658	noncoding
AT1G09475.2	42	0.29615	8.88580322266	-1	0.15636	noncoding
AT1G07147.1	6	0.34273	5.27496337891	1	1.15698e-05	noncoding
AT1G07173.1	13	0.37188	12.0000610352	1	0.00837788	noncoding
AT1G43765.1	22	0.39302	12.0084838867	1	0.012052	noncoding
AT1G07203.4	163	0.34723	9.43402099609	1	0.726128	coding
AT1G43997.1	114	0.38425	9.71697998047	-1	0.143292	noncoding
AT1G44125.7	101	0.33907	9.09796142578	1	0.14801	noncoding
AT1G45120.1	490	0.4643	8.02789306641	1	1	coding
AT1G46552.1	543	0.46018	8.82708740234	1	1	coding
AT1G46554.1	42	0.35764	4.88934326172	1	0.0200286	noncoding
AT1G07323.1	42	0.4285	9.49383544922	1	0.0316948	noncoding
AT1G07367.1	37	0.44899	5.36187744141	1	0.0231729	noncoding
AT1G47440.1	77	0.32931	5.52899169922	1	0.0876977	noncoding
AT1G47520.1	581	0.46605	8.95367431641	1	1	coding
AT1G47565.1	650	0.46255	8.41424560547	1	1	coding
AT1G47625.1	74	0.42467	8.77008056641	1	0.131617	noncoding
AT1G47860.1	800	0.28982	9.58123779297	1	1	coding
AT1G07477.1	67	0.43039	9.22296142578	1	0.108683	noncoding
AT1G07483.1	29	0.36327	8.51568603516	-1	0.0637817	noncoding
AT1G48315.5	47	0.34346	10.264831543	1	0.0235606	noncoding
AT1G07493.1	29	0.39772	7.88824462891	1	0.0076483	noncoding
AT1G48698.3	110	0.38995	10.0661010742	1	0.366834	noncoding
AT1G07547.1	19	0.38087	12.0042114258	1	0.0103742	noncoding
AT1G49370.1	258	0.36552	9.36358642578	1	0.9969	coding
AT1G07577.1	35	0.44045	9.39874267578	1	0.0246626	noncoding
AT1G49832.2	55	0.36292	9.78167724609	1	0.03287	noncoding
AT1G49952.1	96	0.41894	8.35748291016	-1	0.0727278	noncoding
AT1G50055.1	54	0.31879	4.64166259766	1	0.0401942	noncoding
AT1G50130.1	403	0.50623	8.74749755859	1	1	coding
AT1G07617.1	44	0.34362	7.78240966797	-1	0.0661861	noncoding
AT1G07657.1	39	0.44802	9.18560791016	1	0.0314228	noncoding
AT1G07743.1	65	0.28604	8.66326904297	1	0.0285232	noncoding
AT1G07783.1	78	0.39774	9.01983642578	-1	0.0849331	noncoding
AT1G07793.1	43	0.39218	11.2758178711	1	0.0299612	noncoding
AT1G52347.2	54	0.28266	10.1679077148	1	0.0271926	noncoding
AT1G53233.1	51	0.4145	9.92095947266	1	0.0467029	noncoding
AT1G09605.1	53	0.36328	7.92803955078	1	0.0214851	noncoding
AT1G07933.1	29	0.30448	8.23138427734	1	0.00676335	noncoding
AT1G07937.1	70	0.46559	11.3950805664	1	0.278368	noncoding
AT1G54355.2	36	0.43455	5.57415771484	1	0.0189175	noncoding
AT1G08037.1	40	0.36643	5.10089111328	1	0.0171473	noncoding
AT1G56165.1	64	0.35886	8.74053955078	1	0.0388994	noncoding
AT1G08097.1	45	0.31256	8.66033935547	1	0.0136767	noncoding
AT1G08103.1	34	0.31133	4.52960205078	1	0.0149496	noncoding
AT1G56242.1	51	0.37318	5.62786865234	1	0.0280949	noncoding
AT1G56390.1	122	0.40963	4.14581298828	1	0.926248	coding
AT1G56612.3	54	0.37453	9.77606201172	1	0.0345475	noncoding
AT1G08133.1	75	0.39821	5.19244384766	-1	0.0297786	noncoding
AT1G08173.1	81	0.40512	8.86285400391	1	0.144778	noncoding
AT1G57840.1	58	0.32796	5.81011962891	1	0.0292842	noncoding
AT1G58010.1	7	0.42008	9.50006103516	1	0.00462901	noncoding
AT1G08187.1	27	0.37971	10.8866577148	1	0.0142338	noncoding
AT1G08197.2	51	0.40261	12.307434082	1	0.0336778	noncoding
AT1G08213.1	50	0.39042	6.11199951172	1	0.0264532	noncoding
AT1G08217.1	13	0.44259	8.50006103516	1	0.00516026	noncoding
AT1G09685.3	63	0.31558	10.5161743164	1	0.037317	noncoding
AT1G09705.1	24	0.32916	9.69390869141	1	0.00833823	noncoding
AT1G58590.1	17	0.28632	3.99884033203	-1	0.0302963	noncoding
AT1G08257.1	25	0.44594	4.21881103516	1	0.0202062	noncoding
AT1G08283.1	41	0.33375	5.93841552734	-1	0.0368454	noncoding
AT1G08293.1	28	0.32593	9.77899169922	-1	0.153556	noncoding
AT1G60180.1	297	0.46569	8.95477294922	1	0.999993	coding
AT1G60505.7	127	0.3988	9.40167236328	1	0.623987	coding
AT1G60525.3	66	0.37032	10.5955200195	1	0.060331	noncoding
AT1G60545.3	221	0.33773	9.46588134766	1	0.953119	coding
AT1G08357.1	16	0.41728	10.0009155273	1	0.00878118	noncoding
AT1G61665.1	32	0.48827	3.91632080078	1	0.0244615	noncoding
AT1G08403.1	60	0.43204	9.64813232422	-1	0.0839864	noncoding
AT1G08437.1	38	0.505	10.1846313477	1	0.125208	noncoding
AT1G08443.1	27	0.36223	9.51397705078	1	0.00913938	noncoding
AT1G09725.1	38	0.33677	7.64813232422	1	0.00874737	noncoding
AT1G08477.1	89	0.43978	9.24713134766	1	0.327016	noncoding
AT1G08553.1	22	0.39961	3.79937744141	1	0.0163806	noncoding
AT1G08573.1	39	0.35886	6.51837158203	1	0.010076	noncoding
AT1G62860.3	259	0.43144	4.46405029297	1	0.999993	coding
AT1G63040.1	249	0.40541	4.73590087891	1	0.999969	coding
AT1G09755.2	36	0.30733	8.68145751953	1	0.00978425	noncoding
AT1G64250.1	436	0.41564	5.14129638672	-1	0.937979	coding
AT1G08663.1	6	0.41173	5.27496337891	1	0.00261164	noncoding
AT1G64270.1	165	0.34771	4.42559814453	1	0.977636	coding
AT1G08673.1	58	0.40225	8.98065185547	1	0.046692	noncoding
AT1G64563.1	70	0.29103	4.25091552734	1	0.13785	noncoding
AT1G64618.1	14	0.39409	4.13690185547	1	0.00717626	noncoding
AT1G09765.3	34	0.34784	7.73931884766	1	0.00749104	noncoding
AT1G08757.1	51	0.4155	12.0042114258	1	0.0454956	noncoding
AT1G09805.1	33	0.41194	6.51043701172	1	0.0103714	noncoding
AT1G08857.1	38	0.32296	10.0974731445	1	0.0157052	noncoding
AT1G67105.1	34	0.34807	8.51361083984	1	0.00878746	noncoding
AT1G67328.1	73	0.45448	8.84112548828	1	0.185749	noncoding
AT1G67365.1	60	0.34387	4.13909912109	1	0.0791491	noncoding
AT1G08943.1	102	0.45506	4.99676513672	1	0.706881	coding
AT1G67610.1	282	0.44094	5.38092041016	1	0.999997	coding
AT1G67792.1	71	0.31524	9.18609619141	1	0.0400067	noncoding
AT1G67792.3	63	0.37076	10.2466430664	1	0.052438	noncoding
AT1G08963.1	57	0.30214	9.93548583984	1	0.0273975	noncoding
AT1G68735.2	54	0.4482	6.67120361328	1	0.0485195	noncoding
AT1G68872.3	85	0.31399	8.78692626953	1	0.0636672	noncoding
AT1G09033.1	6	0.44597	6.49139404297	1	1.55789e-05	noncoding
AT1G69252.1	49	0.33919	9.38128662109	1	0.0203216	noncoding
AT1G09063.1	20	0.36433	8.18902587891	-1	0.0504342	noncoding
AT1G09067.1	16	0.41566	4.02764892578	1	0.010875	noncoding
AT1G09835.1	65	0.3745	9.51153564453	1	0.0532665	noncoding
AT1G69572.3	7	0.48437	11.0003051758	1	0.0224736	noncoding
AT1G69587.3	21	0.35219	4.52972412109	1	0.00652562	noncoding
AT1G09845.2	79	0.28457	7.64862060547	1	0.0478379	noncoding
AT1G69950.1	677	0.4471	5.35955810547	1	1	coding
AT1G70518.1	31	0.42879	9.99627685547	1	0.0210919	noncoding
AT1G09855.1	23	0.34069	9.52288818359	-1	0.123154	noncoding
AT1G09217.1	61	0.4253	4.52911376953	-1	0.0272031	noncoding
AT1G71528.4	73	0.31126	5.53753662109	1	0.0684605	noncoding
AT1G09283.1	27	0.40135	8.38372802734	-1	0.0391758	noncoding
AT1G09293.1	16	0.36508	5.74822998047	1	0.00318991	noncoding
AT1G72852.1	44	0.38259	10.028503418	1	0.0250962	noncoding
AT1G72855.4	88	0.41385	10.2760620117	1	0.240996	noncoding
AT1G09357.1	21	0.43032	12.0084838867	1	0.0161393	noncoding
AT1G09377.1	32	0.33351	10.2890014648	1	0.0135261	noncoding
AT1G09865.1	31	0.3827	8.36407470703	1	0.00856204	noncoding
AT1G09427.1	42	0.43732	9.23590087891	1	0.0327183	noncoding
AT1G74205.2	50	0.39715	11.881652832	1	0.0368904	noncoding
AT1G09457.1	52	0.44593	9.64703369141	1	0.0707338	noncoding
AT1G09497.1	14	0.37848	5.70904541016	1	0.00304024	noncoding
AT1G75295.4	44	0.3889	8.84149169922	1	0.0196328	noncoding
AT1G09577.1	16	0.31637	11.7113647461	1	0.0117803	noncoding
AT1G75891.2	98	0.41616	9.66180419922	1	0.348104	noncoding
AT1G09617.1	59	0.4132	5.19488525391	1	0.082637	noncoding
AT1G09633.1	44	0.40466	5.46124267578	1	0.0264668	noncoding
AT1G09885.2	50	0.37759	10.6975708008	1	0.0346168	noncoding
AT1G09905.1	46	0.33833	7.82452392578	1	0.0130979	noncoding
AT1G76878.1	84	0.45861	4.18707275391	1	0.552401	coding
AT1G09915.1	78	0.27941	4.80987548828	1	0.15799	noncoding
AT1G09693.1	54	0.31893	11.0000610352	-1	0.184281	noncoding
AT1G09925.2	60	0.31204	6.06610107422	-1	0.0648672	noncoding
AT1G09703.1	48	0.42896	12.3121948242	1	0.0426972	noncoding
AT1G09747.1	28	0.31185	5.94976806641	1	0.00617772	noncoding
AT1G09945.1	50	0.43456	9.62298583984	1	0.0538011	noncoding
AT1G09763.1	22	0.44077	9.05743408203	1	0.0106181	noncoding
AT1G09797.1	56	0.41597	4.58355712891	1	0.1003	noncoding
AT1G78265.1	64	0.44451	11.2736206055	1	0.148477	noncoding
AT1G78865.1	37	0.31146	10.6204223633	1	0.0176152	noncoding
AT1G79075.2	31	0.32138	4.00164794922	1	0.0157777	noncoding
AT1G79245.5	128	0.27073	4.53106689453	1	0.757833	coding
AT1G09985.1	139	0.35986	9.41485595703	1	0.560358	coding
AT1G09863.4	44	0.35784	4.86102294922	1	0.0229284	noncoding
AT1G79529.1	32	0.44131	10.2951049805	1	0.0287322	noncoding
AT1G09943.1	28	0.43441	9.18621826172	1	0.014499	noncoding
AT1G09937.1	27	0.41036	5.95819091797	1	0.00791024	noncoding
AT1G80020.1	1077	0.44696	4.57940673828	1	1	coding
AT1G80325.1	103	0.38587	11.0491333008	1	0.257047	noncoding
AT1G09977.1	29	0.37214	5.38067626953	1	0.00814248	noncoding
AT1G80800.1	45	0.39439	9.51544189453	1	0.0256727	noncoding
AT2G00350.1	53	0.37076	9.39044189453	1	0.0295307	noncoding
AT2G03925.1	51	0.40885	10.2920532227	-1	0.112331	noncoding
AT2G01422.2	36	0.27766	10.1559448242	1	0.0178051	noncoding
AT2G04055.1	44	0.43675	11.2196655273	1	0.0544115	noncoding
AT2G04125.1	0	0.40474	0.0	-1	0.00560753	noncoding
AT2G04255.1	52	0.41032	7.69427490234	1	0.0304983	noncoding
AT2G04315.1	49	0.34118	9.49652099609	1	0.0210927	noncoding
AT2G04325.1	73	0.44362	5.47747802734	-1	0.0332148	noncoding
AT2G04465.1	84	0.37347	4.42889404297	1	0.309586	noncoding
AT2G04505.1	23	0.43298	6.51165771484	1	0.00638626	noncoding
AT2G00360.1	17	0.30499	10.4104614258	1	0.0094906	noncoding
AT2G04715.1	54	0.35599	7.58245849609	1	0.0209504	noncoding
AT2G04110.2	31	0.39159	9.69598388672	-1	0.0847677	noncoding
AT2G04460.1	149	0.41172	9.20550537109	1	0.876735	coding
AT2G04490.1	401	0.4023	8.89154052734	1	1	coding
AT2G04510.1	70	0.32294	4.67706298828	1	0.0919039	noncoding
AT2G00390.1	66	0.39294	7.71331787109	1	0.0550682	noncoding
AT2G04805.1	41	0.36913	9.77606201172	-1	0.1111	noncoding
AT2G04610.1	26	0.42555	12.0042114258	1	0.0187572	noncoding
AT2G00410.2	77	0.34856	9.89593505859	1	0.0705148	noncoding
AT2G05290.1	384	0.38535	8.46734619141	1	0.999999	coding
AT2G05300.3	162	0.37654	9.16302490234	1	0.852782	coding
AT2G05518.1	22	0.43015	6.00933837891	1	0.00644387	noncoding
AT2G05812.2	67	0.39044	4.23284912109	1	0.179387	noncoding
AT2G05914.2	109	0.33044	9.34222412109	1	0.174892	noncoding
AT2G00430.1	80	0.38448	8.68438720703	1	0.10575	noncoding
AT2G06002.1	22	0.34992	9.97650146484	1	0.00849727	noncoding
AT2G06950.1	1403	0.48666	8.44427490234	1	1	coding
AT2G07010.1	1270	0.46895	8.14434814453	1	1	coding
AT2G07042.1	99	0.39343	10.0830688477	1	0.272311	noncoding
AT2G05075.1	31	0.30521	9.90179443359	1	0.0120807	noncoding
AT2G09800.1	285	0.35403	7.06011962891	1	0.999786	coding
AT2G09795.3	64	0.30347	4.78057861328	1	0.0666915	noncoding
AT2G10410.1	40	0.34973	5.95770263672	1	0.0113782	noncoding
AT2G10537.1	74	0.40509	5.63604736328	1	0.148015	noncoding
AT2G00540.1	21	0.38956	9.52264404297	1	0.0077949	noncoding
AT2G11880.1	291	0.42495	10.2107543945	1	0.999905	coding
AT2G05665.1	58	0.33479	10.3923950195	1	0.0340988	noncoding
AT2G05705.1	15	0.32413	5.75274658203	1	0.00305021	noncoding
AT2G12490.1	835	0.42498	8.47515869141	1	1	coding
AT2G12510.1	287	0.4495	9.49554443359	1	0.999973	coding
AT2G00550.1	53	0.39116	6.00885009766	1	0.0328794	noncoding
AT2G13000.1	394	0.31893	6.06756591797	1	0.999999	coding
AT2G13130.2	251	0.37256	5.29486083984	1	0.999867	coding
AT2G13420.2	510	0.44896	8.92059326172	1	1	coding
AT2G13665.3	43	0.3725	5.46429443359	1	0.0184674	noncoding
AT2G13975.1	104	0.41688	5.84661865234	1	0.556404	coding
AT2G14090.1	219	0.34774	5.61126708984	1	0.997322	coding
AT2G14115.1	57	0.29863	8.47467041016	1	0.020898	noncoding
AT2G14220.1	545	0.46341	8.85064697266	1	1	coding
AT2G14661.1	32	0.46651	3.58453369141	1	0.0474692	noncoding
AT2G14878.1	18	0.35178	6.48773193359	1	0.00308474	noncoding
AT2G14930.1	940	0.49471	8.29425048828	1	1	coding
AT2G15030.5	207	0.29949	4.57330322266	1	0.994203	coding
AT2G00600.2	78	0.35621	6.00628662109	1	0.094317	noncoding
AT2G06365.1	25	0.38902	10.0223999023	1	0.0111206	noncoding
AT2G15292.1	64	0.36154	9.30035400391	1	0.0435618	noncoding
AT2G15380.1	506	0.40777	9.05328369141	1	1	coding
AT2G00610.1	56	0.31934	9.89788818359	1	0.0273399	noncoding
AT2G06495.1	41	0.45433	5.99468994141	1	0.0244637	noncoding
AT2G06585.1	61	0.45071	9.41363525391	1	0.112425	noncoding
AT2G16260.1	110	0.4487	5.12152099609	1	0.791767	coding
AT2G06605.1	38	0.40864	12.010559082	1	0.0250667	noncoding
AT2G16310.1	103	0.43118	9.89984130859	1	0.484968	noncoding
AT2G16367.1	106	0.40521	9.77166748047	1	0.394123	noncoding
AT2G00620.2	45	0.37347	4.08404541016	1	0.0439874	noncoding
AT2G06765.1	98	0.39316	10.712097168	-1	0.167974	noncoding
AT2G17064.1	99	0.40481	5.79534912109	1	0.441815	noncoding
AT2G06935.1	12	0.3379	5.27252197266	1	0.00279156	noncoding
AT2G06975.1	21	0.42955	11.0687866211	1	0.0168612	noncoding
AT2G06995.1	49	0.36505	11.0479125977	1	0.0310901	noncoding
AT2G07025.1	48	0.44182	7.85809326172	-1	0.0320524	noncoding
AT2G18440.1	76	0.29883	9.94744873047	1	0.0478417	noncoding
AT2G00630.4	58	0.38896	9.85675048828	1	0.0479467	noncoding
AT2G18735.1	50	0.27941	10.4662475586	1	0.0268396	noncoding
AT2G19250.7	40	0.37665	4.57196044922	1	0.0247084	noncoding
AT2G00640.2	62	0.40609	6.14178466797	1	0.0625253	noncoding
AT2G19572.1	47	0.39451	9.52276611328	1	0.0283457	noncoding
AT2G00660.2	27	0.29119	7.99981689453	1	0.00653305	noncoding
AT2G00680.1	187	0.30824	9.62103271484	1	0.684716	coding
AT2G20724.1	43	0.30827	10.5796508789	1	0.0208603	noncoding
AT2G21020.1	153	0.42256	5.56207275391	1	0.974573	coding
AT2G07495.1	20	0.36864	6.68170166016	1	0.00357397	noncoding
AT2G07575.1	32	0.40837	12.4846801758	1	0.0159759	noncoding
AT2G22390.1	117	0.45039	5.15850830078	1	0.857215	coding
AT2G00740.2	101	0.31636	7.67242431641	1	0.126746	noncoding
