#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
AT5G20250.4	845	0.49016	6.98577880859	1	1	coding
AT1G54450.1	536	0.47049	4.89422607422	1	1	coding
AT1G53510.1	616	0.50588	9.23822021484	1	1	coding
AT2G44530.1	395	0.47558	6.71160888672	1	1	coding
AT3G11750.1	147	0.44445	6.30670166016	1	0.956804	coding
AT3G21330.1	374	0.42452	6.23468017578	1	1	coding
AT1G69530.4	221	0.44081	9.29901123047	1	0.998712	coding
AT1G03120.2	136	0.48591	4.67816162109	1	0.955688	coding
AT3G44970.2	373	0.44806	9.23553466797	1	1	coding
AT5G13220.4	168	0.47529	9.47552490234	1	0.989738	coding
AT4G09030.1	128	0.38356	8.49603271484	1	0.583256	coding
AT2G43580.1	266	0.42371	8.31097412109	1	0.999887	coding
AT5G03860.1	563	0.47595	8.01837158203	1	1	coding
AT5G39760.1	335	0.43672	8.52874755859	1	0.999998	coding
AT2G32900.1	743	0.47391	5.20233154297	1	1	coding
AT5G60640.3	534	0.48285	4.50164794922	1	1	coding
AT1G01210.1	107	0.38069	8.10614013672	1	0.314642	noncoding
AT1G21240.1	742	0.47273	5.67852783203	1	1	coding
AT2G24190.2	302	0.45818	5.58392333984	1	0.999999	coding
AT4G21930.1	184	0.42375	5.69805908203	1	0.996383	coding
AT3G20630.1	798	0.47968	5.05633544922	1	1	coding
AT1G15460.3	656	0.46241	8.60882568359	1	1	coding
AT4G01970.2	924	0.48296	5.40399169922	1	1	coding
AT5G20935.2	96	0.37977	10.2330932617	1	0.205411	noncoding
AT4G17730.2	263	0.48542	6.41973876953	1	0.999982	coding
AT3G62120.1	531	0.48832	6.09246826172	1	1	coding
AT5G39350.1	678	0.46721	8.18707275391	1	1	coding
AT3G54826.1	224	0.41799	9.03936767578	1	0.997966	coding
AT5G14660.3	274	0.46242	8.92449951172	1	0.999972	coding
AT4G07408.1	63	0.30311	9.56793212891	1	0.0308135	noncoding
AT3G06868.1	370	0.41051	9.71295166016	1	0.999998	coding
AT1G22100.1	442	0.47019	5.82647705078	1	1	coding
AT1G35830.1	303	0.36458	6.24822998047	1	0.999978	coding
AT5G53210.2	352	0.46622	5.55633544922	1	1	coding
AT1G72700.2	1229	0.47153	6.88507080078	1	1	coding
AT5G13090.1	270	0.47861	6.10906982422	1	0.99999	coding
AT2G45830.6	383	0.35631	6.34442138672	1	1	coding
AT1G55370.1	309	0.40036	5.86492919922	1	0.999997	coding
AT3G46640.2	324	0.39376	5.46807861328	1	0.999999	coding
AT3G21290.2	1004	0.47569	6.61407470703	1	1	coding
AT5G09640.1	466	0.44192	6.09075927734	1	1	coding
AT5G46560.1	388	0.37544	8.48687744141	1	0.999998	coding
AT5G23660.1	286	0.44324	9.07781982422	1	0.999972	coding
AT4G36150.1	1180	0.48637	7.38421630859	1	1	coding
AT3G62240.1	813	0.46725	8.43353271484	1	1	coding
AT3G53820.1	143	0.42883	8.77301025391	1	0.888418	coding
AT2G44100.2	432	0.47267	6.03436279297	1	1	coding
AT3G47800.1	359	0.48859	9.12457275391	1	1	coding
AT2G39460.2	155	0.44316	10.1990356445	1	0.947887	coding
AT1G01240.5	332	0.39169	8.90386962891	1	0.999982	coding
AT5G07130.2	485	0.43749	6.49029541016	1	1	coding
AT5G08630.2	724	0.44018	6.11785888672	1	1	coding
AT1G69325.1	121	0.43737	10.1069946289	1	0.735151	coding
AT4G11850.1	859	0.48783	8.31695556641	1	1	coding
AT1G08160.1	222	0.46625	10.6354370117	1	0.999172	coding
AT3G17930.1	191	0.4165	6.63714599609	1	0.995097	coding
AT1G14190.2	523	0.47436	6.25421142578	1	1	coding
AT5G39410.1	455	0.46311	8.53863525391	1	1	coding
AT3G11650.1	241	0.30812	9.11334228516	1	0.947863	coding
AT5G51795.1	348	0.41087	5.88604736328	1	1	coding
AT1G76130.1	414	0.50632	7.68072509766	1	1	coding
AT1G48390.3	414	0.46304	5.59808349609	1	1	coding
AT3G11430.1	503	0.49433	9.28656005859	1	1	coding
AT1G78100.1	335	0.48217	5.28155517578	1	1	coding
AT3G18770.1	626	0.46893	9.08770751953	1	1	coding
AT2G32530.1	756	0.44564	6.90911865234	1	1	coding
AT4G14342.2	102	0.38339	5.10919189453	1	0.508244	coding
AT3G56910.1	149	0.44739	10.8590698242	1	0.931168	coding
AT3G05160.2	410	0.37681	8.80706787109	1	0.999999	coding
AT4G17520.1	361	0.46533	8.71124267578	1	1	coding
AT5G03430.1	498	0.50632	5.78228759766	1	1	coding
AT1G09530.6	525	0.45822	6.11370849609	1	1	coding
AT2G03730.2	457	0.50307	5.48309326172	1	1	coding
AT5G02650.1	227	0.36847	8.39691162109	1	0.993335	coding
AT2G23970.1	252	0.48656	5.35101318359	1	0.999976	coding
AT1G70410.2	281	0.45096	6.65826416016	1	0.999992	coding
AT1G15390.1	270	0.47104	8.60321044922	1	0.999974	coding
AT1G09500.3	279	0.47496	5.99603271484	1	0.999995	coding
AT1G08080.1	276	0.46509	9.13641357422	1	0.999975	coding
AT1G08070.2	638	0.47153	6.43988037109	1	1	coding
AT1G02180.1	227	0.41907	7.05035400391	1	0.999363	coding
AT4G00880.1	123	0.40697	6.58355712891	1	0.720369	coding
AT1G03020.1	103	0.44216	5.75079345703	1	0.615353	coding
AT1G22660.1	606	0.49161	6.24139404297	1	1	coding
AT1G52720.1	118	0.42523	8.51922607422	1	0.64264	coding
AT3G06670.1	866	0.49423	5.13116455078	1	1	coding
AT1G54840.1	350	0.44443	6.03875732422	1	1	coding
AT1G35320.1	156	0.4195	4.33270263672	1	0.99195	coding
AT2G42870.1	119	0.39577	4.92535400391	1	0.811777	coding
AT1G04590.2	385	0.45805	8.89532470703	1	1	coding
AT2G36660.1	610	0.47435	9.18121337891	1	1	coding
AT3G47610.1	409	0.46845	6.31610107422	1	1	coding
AT2G13570.1	216	0.43377	5.97698974609	1	0.999539	coding
AT3G05640.2	359	0.42611	6.46636962891	1	1	coding
AT3G20170.1	476	0.42876	5.46514892578	1	1	coding
AT4G10180.1	544	0.45086	7.72467041016	1	1	coding
AT2G24150.2	256	0.40324	8.35003662109	1	0.999589	coding
AT2G41880.9	316	0.46717	6.68182373047	1	0.999999	coding
AT2G47610.1	258	0.47019	10.137512207	1	0.999916	coding
AT5G10930.1	446	0.43748	6.04766845703	1	1	coding
AT5G57123.1	68	0.32546	8.09027099609	1	0.0338996	noncoding
AT1G30580.1	395	0.46868	6.35235595703	1	1	coding
AT5G56660.1	440	0.45893	6.39019775391	1	1	coding
AT5G37020.3	717	0.44097	6.02947998047	1	1	coding
AT2G42950.1	502	0.47996	5.89739990234	1	1	coding
AT4G26320.1	60	0.37072	4.67706298828	1	0.0736958	noncoding
AT1G77093.1	79	0.4415	8.50372314453	1	0.198801	noncoding
AT4G17510.1	235	0.48544	4.90924072266	1	0.999943	coding
AT5G18460.1	431	0.40608	8.53570556641	1	1	coding
AT4G11970.7	262	0.45515	5.30267333984	1	0.99999	coding
AT5G43080.2	351	0.43662	8.29974365234	1	0.999999	coding
AT5G64350.1	113	0.39843	5.74005126953	1	0.640971	coding
AT5G56610.2	188	0.4631	9.24786376953	1	0.995602	coding
AT1G70410.3	259	0.43104	6.65838623047	1	0.99995	coding
AT1G55880.2	349	0.48466	8.13616943359	1	1	coding
AT3G49910.1	147	0.34246	10.7860717773	1	0.457295	noncoding
AT1G08300.3	619	0.47371	7.93951416016	1	1	coding
AT1G68825.1	47	0.35859	10.6228637695	1	0.0269278	noncoding
AT1G12200.2	383	0.48739	6.35028076172	1	1	coding
AT5G36170.4	391	0.4913	4.78485107422	1	1	coding
AT2G40250.1	362	0.44957	8.76495361328	1	1	coding
AT3G01940.1	71	0.39185	8.06427001953	1	0.0714062	noncoding
AT1G13260.1	345	0.36106	9.39129638672	1	0.99992	coding
AT5G08415.1	395	0.47338	7.99957275391	1	1	coding
AT1G62490.1	335	0.43102	9.31024169922	1	0.999996	coding
AT2G32370.1	726	0.47353	6.08123779297	1	1	coding
AT2G23390.2	329	0.38012	9.02117919922	1	0.999958	coding
AT3G01630.1	552	0.41389	9.20062255859	1	1	coding
AT2G31600.6	217	0.45276	9.27008056641	1	0.998884	coding
AT2G23110.2	93	0.41886	4.58941650391	1	0.58158	coding
AT3G16800.1	352	0.42288	7.94403076172	1	0.999999	coding
AT1G35460.2	230	0.39656	5.58929443359	1	0.999684	coding
AT2G14530.1	413	0.39589	9.34246826172	1	1	coding
AT4G09630.2	697	0.47957	6.50421142578	1	1	coding
AT3G12480.1	294	0.48451	5.10076904297	1	0.999999	coding
AT1G24140.1	385	0.42271	5.90008544922	1	1	coding
AT3G52020.1	502	0.45797	6.12542724609	1	1	coding
AT4G26965.2	148	0.35752	6.04852294922	1	0.853291	coding
AT3G10090.1	65	0.35297	10.8341674805	1	0.0503788	noncoding
AT2G06040.1	763	0.48178	4.95977783203	1	1	coding
AT1G04570.2	395	0.39781	8.35418701172	1	1	coding
AT2G04680.1	658	0.51055	6.78826904297	1	1	coding
AT4G15640.1	391	0.48743	8.81378173828	1	1	coding
AT1G29370.1	832	0.48822	5.69366455078	1	1	coding
AT1G67930.1	833	0.44534	7.03875732422	1	1	coding
AT2G47630.2	307	0.43373	8.51959228516	1	0.999991	coding
AT4G21600.1	297	0.43338	6.61187744141	1	0.999996	coding
AT4G27250.2	345	0.47755	6.60894775391	1	1	coding
AT1G16560.4	288	0.46301	9.28350830078	1	0.999986	coding
AT5G60040.1	1377	0.46724	8.85760498047	1	1	coding
AT5G44780.1	724	0.45828	8.28778076172	1	1	coding
AT1G18810.1	388	0.4836	9.06927490234	1	1	coding
AT4G00450.3	2236	0.46998	8.95294189453	1	1	coding
AT3G58090.1	272	0.48191	4.94329833984	1	0.999996	coding
AT5G19740.1	682	0.48535	5.29302978516	1	1	coding
AT5G56010.1	700	0.46091	4.95123291016	1	1	coding
AT1G65980.2	88	0.34114	4.67254638672	1	0.24391	noncoding
AT2G43720.2	109	0.30104	6.71575927734	1	0.19601	noncoding
AT5G42800.1	383	0.47623	5.42791748047	1	1	coding
AT1G17020.1	359	0.46078	5.30316162109	1	1	coding
AT3G22400.1	887	0.47319	6.16461181641	1	1	coding
AT5G56370.2	422	0.44997	5.93194580078	1	1	coding
AT3G50000.1	404	0.48452	8.46307373047	1	1	coding
AT5G35910.1	871	0.47497	5.69781494141	1	1	coding
AT1G12020.1	227	0.35166	8.56585693359	1	0.986713	coding
AT3G15120.2	1965	0.48415	5.39190673828	1	1	coding
AT4G27380.1	157	0.4524	10.0552368164	1	0.964408	coding
AT1G63410.3	154	0.38498	6.82696533203	1	0.907151	coding
AT1G30757.2	35	0.332	5.81402587891	1	0.00861906	noncoding
AT5G19480.2	208	0.44156	9.36126708984	1	0.997361	coding
AT5G20000.1	420	0.4991	8.68768310547	1	1	coding
AT2G02610.1	628	0.46143	6.44891357422	1	1	coding
AT1G25470.1	288	0.44666	4.80096435547	1	0.999999	coding
AT4G10925.3	232	0.42658	5.74932861328	1	0.999845	coding
AT1G75750.2	98	0.3624	9.39898681641	1	0.176979	noncoding
AT3G08800.3	667	0.42776	5.82513427734	1	1	coding
AT3G06390.1	200	0.43333	4.73297119141	1	0.999515	coding
AT3G17465.1	325	0.43539	9.74481201172	1	0.999993	coding
AT2G21970.1	203	0.45541	4.99420166016	1	0.99958	coding
AT4G16835.1	657	0.45756	8.87432861328	1	1	coding
AT4G14050.1	613	0.48461	8.33648681641	1	1	coding
AT4G11570.1	374	0.43161	6.00372314453	1	1	coding
AT4G16970.1	890	0.47495	6.30743408203	1	1	coding
AT5G57340.2	257	0.24002	6.18145751953	1	0.99054	coding
AT4G04320.2	518	0.47942	6.69354248047	1	1	coding
AT5G41260.1	488	0.45378	5.91912841797	1	1	coding
AT1G80240.1	371	0.45183	8.53387451172	1	1	coding
AT3G13225.2	893	0.47347	4.69696044922	1	1	coding
AT4G17380.1	793	0.48094	7.78289794922	1	1	coding
AT3G20550.1	315	0.42747	9.45330810547	1	0.999986	coding
AT5G58260.2	164	0.41786	9.36981201172	1	0.94468	coding
AT5G13820.1	641	0.45895	6.82073974609	1	1	coding
AT1G80730.1	229	0.3957	9.89752197266	1	0.994831	coding
AT1G76590.1	246	0.38556	9.01483154297	1	0.99802	coding
AT2G17787.1	325	0.43598	9.17254638672	1	0.999996	coding
AT3G15880.4	1136	0.49787	7.02691650391	1	1	coding
AT3G02040.1	362	0.46567	5.87237548828	1	1	coding
AT4G39040.2	281	0.41824	5.49163818359	1	0.999994	coding
AT2G32740.1	469	0.46288	9.10699462891	1	1	coding
AT3G14890.2	685	0.47743	6.09698486328	1	1	coding
AT3G12010.1	683	0.46522	5.52557373047	1	1	coding
AT5G07820.1	562	0.43827	9.78399658203	1	1	coding
AT1G04230.2	325	0.41363	10.2964477539	1	0.999967	coding
AT3G28899.1	63	0.36538	4.79486083984	1	0.0776927	noncoding
AT1G50280.2	493	0.40089	8.80963134766	1	1	coding
AT2G33860.1	609	0.43368	6.50006103516	1	1	coding
AT1G20225.1	234	0.47072	6.58636474609	1	0.999867	coding
AT3G58940.1	619	0.4776	4.68524169922	1	1	coding
AT1G61970.7	419	0.38054	9.49615478516	1	0.999999	coding
AT1G49520.1	373	0.42031	5.03704833984	1	1	coding
AT1G58080.1	412	0.45999	6.03607177734	1	1	coding
AT3G02875.3	313	0.41057	5.69439697266	1	0.999999	coding
AT5G11970.1	106	0.27661	9.94635009766	1	0.0952372	noncoding
AT3G25670.1	476	0.4335	5.23724365234	1	1	coding
AT1G51420.2	425	0.50692	5.79888916016	1	1	coding
AT1G31820.1	483	0.4212	4.90740966797	1	1	coding
AT5G20950.2	625	0.4668	9.22784423828	1	1	coding
AT3G22290.2	355	0.46516	6.36285400391	1	1	coding
AT2G25320.1	1674	0.4854	5.46807861328	1	1	coding
AT2G30440.1	341	0.45925	6.02606201172	1	1	coding
AT5G17300.2	313	0.40461	7.06048583984	1	0.999994	coding
AT3G44370.2	441	0.4175	8.36553955078	1	1	coding
AT4G15470.1	257	0.45475	6.26678466797	1	0.999972	coding
AT5G18065.3	127	0.46297	4.42352294922	1	0.949844	coding
AT2G32810.2	860	0.44707	8.23797607422	1	1	coding
AT1G61620.1	311	0.45541	8.38104248047	1	0.999997	coding
AT1G51610.1	458	0.46758	7.24456787109	1	1	coding
AT5G56140.1	316	0.45097	7.87225341797	1	0.999998	coding
AT2G02980.1	604	0.49108	7.24139404297	1	1	coding
AT1G56110.1	523	0.47991	8.78228759766	1	1	coding
AT1G11950.3	876	0.46582	5.81524658203	1	1	coding
AT1G51820.2	624	0.45718	7.24530029297	1	1	coding
AT3G26690.2	203	0.44267	4.66168212891	1	0.999664	coding
AT1G63860.2	989	0.45641	5.21563720703	1	1	coding
AT3G51650.4	843	0.42468	8.97772216797	1	1	coding
AT5G63780.1	368	0.47434	5.42291259766	1	1	coding
AT2G25620.1	393	0.47268	5.39178466797	1	1	coding
AT2G04280.1	569	0.48017	5.64886474609	1	1	coding
AT3G62528.1	58	0.43975	9.82208251953	1	0.0909444	noncoding
AT1G58220.1	835	0.42344	9.89105224609	1	1	coding
AT1G03860.2	222	0.4159	9.09393310547	1	0.997519	coding
AT3G55700.1	461	0.46583	5.75006103516	1	1	coding
AT2G26440.1	548	0.44637	5.12579345703	1	1	coding
AT2G33340.2	526	0.46663	5.73199462891	1	1	coding
AT1G63820.1	294	0.40431	4.83929443359	1	0.999998	coding
AT1G54040.3	336	0.43526	5.44671630859	1	1	coding
AT3G52900.1	165	0.43814	6.66973876953	1	0.98273	coding
AT5G45370.4	382	0.45051	8.46624755859	1	1	coding
AT1G48840.1	692	0.50272	7.54913330078	1	1	coding
AT3G05850.1	778	0.48745	6.69464111328	1	1	coding
AT1G63470.1	379	0.41633	9.81304931641	1	0.999999	coding
AT5G62470.2	353	0.39998	5.76995849609	1	1	coding
AT2G40510.1	134	0.40929	11.092956543	1	0.6795	coding
AT3G57530.2	428	0.43817	7.62823486328	1	1	coding
AT1G67550.1	839	0.46208	5.92413330078	1	1	coding
AT1G72750.1	189	0.48135	9.54827880859	1	0.997396	coding
AT5G61410.2	282	0.48314	8.24249267578	1	0.999991	coding
AT5G64687.2	57	0.35433	4.96258544922	1	0.0455423	noncoding
AT2G37330.1	274	0.46883	8.84796142578	1	0.999977	coding
AT4G20940.1	1038	0.46768	5.84893798828	1	1	coding
AT2G17110.1	734	0.49051	5.58758544922	1	1	coding
AT4G09820.1	519	0.4685	5.55010986328	1	1	coding
AT4G08700.1	362	0.45496	4.82220458984	1	1	coding
AT1G74410.1	224	0.45346	5.69244384766	1	0.999827	coding
AT5G12410.1	377	0.46661	5.24932861328	1	1	coding
AT5G47780.1	617	0.48628	8.98443603516	1	1	coding
AT3G48425.1	365	0.49186	8.34869384766	1	1	coding
AT1G30500.1	187	0.44928	8.96722412109	1	0.993573	coding
AT2G15010.1	136	0.41644	6.21746826172	1	0.889223	coding
AT4G24026.1	79	0.36424	4.39678955078	1	0.226418	noncoding
AT2G32610.1	758	0.44982	6.73565673828	1	1	coding
AT1G23230.1	1616	0.47579	6.95867919922	1	1	coding
AT5G06620.2	255	0.37123	8.79388427734	1	0.998076	coding
AT5G49870.1	602	0.50432	5.93060302734	1	1	coding
AT4G38160.2	364	0.42449	8.97735595703	1	0.999999	coding
AT4G22212.1	89	0.38362	4.06903076172	1	0.488126	noncoding
AT4G15630.1	191	0.49386	9.90069580078	1	0.998378	coding
AT3G12587.1	38	0.40864	4.03228759766	1	0.0437402	noncoding
AT1G77950.4	253	0.44201	5.59979248047	1	0.999974	coding
AT3G23030.1	175	0.42885	5.45916748047	1	0.994944	coding
AT3G63380.1	1034	0.49266	8.43487548828	1	1	coding
AT5G02630.1	429	0.46442	7.11627197266	1	1	coding
AT3G51950.4	541	0.46111	6.48028564453	1	1	coding
AT1G11330.1	841	0.47462	8.27398681641	1	1	coding
AT2G23060.1	414	0.44919	8.92059326172	1	1	coding
AT5G67610.2	499	0.46258	9.38421630859	1	1	coding
AT1G66760.4	394	0.41446	6.64959716797	1	1	coding
AT3G02610.1	412	0.4568	5.87188720703	1	1	coding
AT5G57240.2	380	0.46233	9.14898681641	1	1	coding
AT2G31720.1	314	0.46155	6.92059326172	1	0.999999	coding
AT3G25585.2	390	0.43516	8.06866455078	1	1	coding
AT5G54165.1	83	0.41052	6.54925537109	1	0.187527	noncoding
AT3G25590.1	424	0.38668	9.29718017578	1	1	coding
AT3G11745.2	83	0.39999	10.6965942383	1	0.164076	noncoding
AT5G13870.3	294	0.42896	8.93463134766	1	0.999972	coding
AT2G27170.3	1072	0.45344	6.65435791016	1	1	coding
AT4G39150.2	346	0.48699	6.99261474609	1	1	coding
AT2G34910.1	289	0.39212	9.29803466797	1	0.999784	coding
AT4G33580.2	303	0.43949	8.79742431641	1	0.99999	coding
AT2G24550.1	246	0.47219	4.64898681641	1	0.999982	coding
AT1G21440.1	337	0.45793	6.67352294922	1	1	coding
AT5G24320.2	699	0.44802	5.84930419922	1	1	coding
AT2G15790.1	362	0.4843	5.60662841797	1	1	coding
AT1G11100.4	1271	0.49291	5.22344970703	1	1	coding
AT1G14080.1	538	0.47906	6.94085693359	1	1	coding
AT4G33145.1	65	0.46044	9.60174560547	1	0.166515	noncoding
AT3G09680.1	143	0.47853	10.2970581055	1	0.963373	coding
AT5G23700.1	574	0.44591	6.06353759766	1	1	coding
AT2G31980.1	148	0.47031	10.0784301758	1	0.964701	coding
AT3G22150.1	821	0.49493	6.94378662109	1	1	coding
AT3G63140.1	407	0.41017	8.54022216797	1	1	coding
AT5G22750.1	1030	0.47745	6.40435791016	1	1	coding
AT5G54170.1	450	0.48219	9.60247802734	1	1	coding
AT1G01750.2	146	0.45161	5.53594970703	1	0.970603	coding
AT5G63040.1	367	0.43966	9.63970947266	1	0.999999	coding
AT5G63120.5	483	0.43561	9.24530029297	1	1	coding
AT1G21980.1	753	0.42608	9.00225830078	1	1	coding
AT1G70560.1	392	0.50906	6.35223388672	1	1	coding
AT2G01180.2	303	0.39209	8.10198974609	1	0.999959	coding
AT4G01760.1	668	0.48024	6.24945068359	1	1	coding
AT4G11010.1	239	0.48266	9.27874755859	1	0.999865	coding
AT1G04870.1	281	0.43198	4.85931396484	1	0.999998	coding
AT2G01275.5	286	0.42689	5.70513916016	1	0.999996	coding
AT5G09440.1	279	0.44682	9.54718017578	1	0.999953	coding
AT1G48640.1	454	0.49732	7.64031982422	1	1	coding
AT4G32940.1	495	0.46969	5.55328369141	1	1	coding
AT5G20165.2	69	0.30347	9.18463134766	1	0.0353811	noncoding
AT3G28900.1	121	0.33067	11.366394043	1	0.189892	noncoding
AT4G26070.4	354	0.40526	6.75177001953	1	1	coding
AT1G20580.1	132	0.33097	10.2782592773	1	0.31284	noncoding
AT4G33910.1	289	0.40741	8.48785400391	1	0.999937	coding
AT1G04300.3	1083	0.48627	5.97601318359	1	1	coding
AT3G49050.1	478	0.4421	5.37799072266	1	1	coding
AT1G06310.1	676	0.46937	7.92742919922	1	1	coding
AT2G22620.5	477	0.44912	8.89471435547	1	1	coding
AT3G49780.1	80	0.35588	5.26104736328	1	0.141431	noncoding
AT5G38290.2	251	0.4676	9.46002197266	1	0.999892	coding
AT5G49710.2	197	0.47358	4.26971435547	1	0.999605	coding
AT5G24330.1	350	0.4477	8.80999755859	1	0.999999	coding
AT2G05990.2	391	0.45745	9.09564208984	1	1	coding
AT3G50790.2	409	0.47011	6.53680419922	1	1	coding
AT3G58170.1	123	0.42158	6.30145263672	1	0.784787	coding
AT5G24314.1	162	0.43408	8.40960693359	1	0.964157	coding
AT2G04050.1	477	0.45853	8.10626220703	1	1	coding
